name,sector,subsector,sourceType,emissionsQuantity,activity,capacity,year,emissions_mt
Maspotha Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.233355,39152.116460000005,2810.435879999999,2025,4.233355e-06
Thunukkai Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.1697,140711.71119000003,10100.63484,2025,4.1697e-06
Giribawa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.16891,28929.40051,2076.624,2025,4.168910000000001e-06
Morawewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.149455,52046.665550000005,3736.038480000001,2025,4.149455e-06
Kahatagasdigiliya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,4.01872,45262.74433000001,3249.071880000001,2025,4.01872e-06
Buttala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.80156,37142.210490000005,2666.1598800000006,2025,3.80156e-06
Uhana Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.7010899999999993,38941.64744,2795.328,2025,3.7010899999999993e-06
Pallama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.41774,47549.70945,3413.23584,2025,3.4177399999999997e-06
Vavuniya North Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.3607,86188.38973000001,6186.816000000002,2025,3.3607e-06
Ganewatta Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.342319999999999,25699.64291000001,1844.78388,2025,3.342319999999999e-06
Katupotha Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.26068,28744.843120000005,2063.3760000000007,2025,3.26068e-06
Rajanganaya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.0411800000000007,18309.04151,1314.26832,2025,3.0411800000000005e-06
Koralai Pattu West (Oddamavadi) Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,3.0132900000000005,54656.07557000001,3923.3484000000008,2025,3.0132900000000006e-06
Nachchadoowa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.850725,20674.38321,1484.0583600000002,2025,2.850725e-06
Siyambalanduwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.84023,33081.945029999995,2374.704,2025,2.84023e-06
Kuliyapitiya East Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.815605,24955.919800000007,1791.39768,2025,2.815605e-06
Weligepola Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.7846900000000003,17302.273719999997,1242.0,2025,2.7846900000000004e-06
Delft Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.67092,46785.347890000005,3358.368,2025,2.6709200000000003e-06
Mahaoya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.59294,18963.291610000004,1361.232,2025,2.59294e-06
Wilgamuwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.5617049999999995,23531.08944,1689.11988,2025,2.5617049999999995e-06
Neluwa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.35305,11360.28107,815.4691200000002,2025,2.3530500000000003e-06
Ambanganga Korale Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.35134,13334.28503,957.168,2025,2.35134e-06
Rasnayakapura Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.19993,30453.55082,2186.0312400000007,2025,2.1999300000000003e-06
Karandeniya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,2.0066650000000004,8509.907980000002,610.8622799999999,2025,2.0066650000000003e-06
Nawagattegama Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.970275,18455.75762,1324.8000000000002,2025,1.970275e-06
Poonakary Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.858615,83281.60919,5978.160000000001,2025,1.8586149999999999e-06
Deraniyagala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.3605499999999997,4983.054639999999,357.696,2025,1.3605499999999996e-06
Pothuvil Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,1.0587700000000002,18178.92204,1304.928,2025,1.0587700000000002e-06
Padaviya Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.913995,10809.16691,775.9087199999998,2025,9.13995e-07
Yatiyanthota Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.8648549999999998,2629.9455,188.784,2025,8.648549999999998e-07
Nanaddan Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.8157149999999999,20907.554190000006,1500.7959600000004,2025,8.157149999999999e-07
Soranathota Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.7732600000000001,7369.8310299999985,529.0246800000001,2025,7.7326e-07
Nivithigala Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.5916899999999999,5506.24863,395.25216,2025,5.916899999999999e-07
Ambanpola Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.5583,6967.048299999999,500.1119999999999,2025,5.583e-07
Madhu Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.3808749999999999,5444.44865,390.8159999999999,2025,3.808749999999999e-07
Navithanveli Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.2258549999999999,2607.88234,187.20024,2025,2.258549999999999e-07
Kebithigollewa Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.079265,968.92733,69.552,2025,7.9265e-08
Horowpothana Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.012375,90.84969,6.5214,2025,1.2375e-08
Hatharaliyadda Division,buildings,non-residential-onsite-fuel-usage,gadm-aggregation,0.00234,51.933670000000006,3.72792,2025,2.34e-09
INSEE Puttalam Cement Plant,manufacturing,cement,point-source,314594.3065,619707.0945600001,1300000.0,2024,0.31459430650000003
Vogue Tex (Pvt) Ltd. - Kosgoda,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Brandix Apparel Solution Ltd - Essentials,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
South Asia Textiles Limited,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Star Garments (Pvt) Ltd- Sgi,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Miami Clothing Rathmale,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Nobles Manufacturing (Pvt) Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
Hirdaramani Clothing (Private) Limited,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Sml Dualplast Lanka (Private) Limited,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
Shiran Apparels Kirindiwela Pvt Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
Unichela (Pvt) Ltd Linea Clothing Division,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Mas Kreeda Mihintale,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
Carlos Embellishers (Pvt) Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Hirdaramani - Ceylon Knit Trend - Eheliyagoda,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
Mas Kreeda Balangoda,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Mrc Embroidery (Pvt) Ltd.,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Miami  Clothing  Pitigala,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Brandix Apparel Solutions Limited - Essentials Rambukkana,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Eam Maliban Textiles(Pvt)Ltd Balang,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.415364414,40120535.415364414,2024,0.0008936479395121691
Lankapura Apparels (Pvt) Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
Hirdaramani Industries Koreana,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536442,40120535.41536442,2024,0.0008936479395121691
Bodyline (Pvt) Ltd.,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Eam Maliban Textiles (Pvt) Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395121692,40120535.41536443,40120535.41536443,2024,0.0008936479395121691
Triple Safety Pvt Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.41536443,40120535.41536443,2024,0.0008936479395000001
A&E Lanka (Pvt.) Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.415364414,40120535.415364414,2024,0.0008936479395000001
Mas Active (Pvt.) Ltd - Synergy,manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.41536443,40120535.41536443,2024,0.0008936479395000001
H- Embellishment (Pvt) Limited (Hirdaramani),manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.41536442,40120535.41536442,2024,0.0008936479395000001
Jumeirah Lanka Pvt Ltd,manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.41536442,40120535.41536442,2024,0.0008936479395000001
Eam Maliban Textiles Mahiyanganaya Pvt Ltd - Wattala,manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.41536442,40120535.41536442,2024,0.0008936479395000001
Bodyline Private Limited Iii,manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.41536442,40120535.41536442,2024,0.0008936479395000001
Foundation Garments (Pvt) Ltd. Mawathag,manufacturing,textiles-leather-apparel,point-source,893.6479395,40120535.41536442,40120535.41536442,2024,0.0008936479395000001
